# ET,Lab,Satellite,Customer ID,ET Date,ET Location (recipient farm),Recipient ID,Recipient ID.1,Cow/Heifer,Heat,CL Side,CL measure (mm),Protocol,Fresh or Frozen,# Cane if Frozen,Freezing date,ET Tech,ET assistant,BCScore,Embryo Stage 4-8,Embryo Grade,Heat.1,Heat day,1st PC date,1st PC Result,2nd PC date,2nd PC Result,Fetal Sexing,OPU Date,Donor,Donor Breed,Donor BW EPD,SIRE Name,SIRE BW EPD,Semen type,SIRE Breed,CLIENT ,DIP,DIP.1
138.04,DZF,DZF,Model Cattle (Karachi),2024-04-04,DZF,32794,Local crossbred,Cow,.,.,14.2,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1042-1,2024-11-26,Hamid,Javeria,3.23,6,1.0,Yes,6.62,2024-05-31,Open,2024-04-30,57,14,2025-03-28,Miss Elegant,Fresian,3,Modesto 209,2.1,Pre-Sorted for Female,Angus,Dawood,-121.06,182.84
191.33,DZF,DZF,DZF,2024-03-15,Maidan Cattle (Karachi),140,Local crossbred,Cow,.,Left,8.15,CIDR+E2+PGF+ECG,Fresh,DZF-1044-1,2024-08-20,Fakhar,Talal,3.67,4,1.0,Yes,6.47,2025-01-11,Pregnant,2025-05-09,52,58,2025-04-22,597,Fresian,2.8,Mr H Pride of Maddox Manso 684/8,.,Pre-Sorted for Female,Angus,Dawood,-160.51,108.06
265.66,DZF,DZF,DZF,2024-06-05,Model Cattle (Karachi),221,Local crossbred,Cow,.,.,13.5,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1014-1,2024-06-09,Masroor,Talal,3.11,7,1.0,Yes,6.06,2024-02-10,Open,2024-11-27,32,65,2024-11-23,N,Grey Brahman,1.5,Mr H Pride of Maddox Manso 684/8,.,Sexed Female,Holstein Friesian,Dawood,-112.99,76.78
272.4,DZF,DZF,DZF,2024-07-18,Model Cattle (Karachi),32205,Local crossbred,Cow,Yes,left,10.5,Natural heat,Frozen,DZF-1014-1,2024-08-12,Ruben,Hamid,3.15,5,1.0,Yes,6.48,2024-07-30,Recheck,2024-10-17,8,96,2024-08-05,602,Nukra,-0.4,VL Rojo Whiskey 1/48,2.5,Conventional,Red Brahman,Dawood,-124.83,279.24
252.79,DZF,DZF,Model Cattle (Karachi),2025-02-22,Maidan Cattle (Karachi),162,Local crossbred,Cow,.,.,9.9,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1055-1,2024-04-17,Fakhar,Hamid,2.93,4,1.0,Yes,6.6,2024-03-22,Pregnant,2025-01-22,68,94,2024-07-20,BrafordBBQ,Fresian,-7.6,VL Rojo Whiskey 1/48,.,Conventional,Angus,Dawood,-190.12,145.09
478.86,DZF,DZF,DZF,2024-11-20,Maidan Cattle (Karachi),95,Local crossbred,Cow,Yes,left,17.5,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1044-1,2024-05-28,Masroor,Umer,2.75,4,1.0,Yes,6.97,2024-06-13,Open,2024-11-07,24,86,2025-05-03,609,Grey Brahman,1.5,BRC Dutton 376/8,.,Sexed Female,Grey Brahman,Dawood,-78.73,290.8
224.03,DZF,DZF,Maidan Cattle (Karachi),2025-04-23,Model Cattle (Karachi),31583,Local crossbred,Cow,.,right,13.1,CIDR+E2+PGF+ECG,Fresh,.,2025-04-04,Yaseen,Umer,3.1,"7,8",1.0,Yes,6.36,2024-09-07,Open,2025-03-10,50,77,2024-12-09,4-Apr,Beef Master,3.6,6.966666667,2.7,Conventional,Red Brahman,Dawood,-110.38,198.06
177.2,DZF,DZF,DZF,2024-01-31,Model Cattle (Karachi),31824,Local crossbred,Cow,Yes,right,15.1,CIDR+E2+PGF+ECG,Frozen,DZF-1044-1,2024-08-25,Masroor,Talal,2.97,"6,7",1.0,Yes,6.11,2024-02-10,Recheck,2025-04-30,7,2,2025-04-25,29M,Grey Brahman,3.6,MR. CLAYTON SLUGGER,6.2,Conventional,Angus,Dawood,-93.36,248.37
252.01,DZF,DZF,DZF,2025-01-10,Model Cattle (Karachi),98,Local crossbred,Cow,Yes,.,15.4,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1016-6,2025-04-20,Fakhar,Javeria,2.88,6,1.0,Yes,6.44,2024-02-10,Open,2024-05-14,35,45,2024-05-16,257,Beef crossbred,2.3,Mr Karu Manso 800,.,Sexed Female,Holstein Friesian,Dawood,-212.1,164.57
91.83,DZF,DZF,Maidan Cattle (Karachi),2024-03-29,DZF,217,Local crossbred,Cow,.,Left,14.45,Natural heat,Fresh,DZF-1044-1,2024-03-14,Hamid,Talal,3.09,"7,7",1.0,Yes,6.64,2024-03-16,Pregnant,2025-02-25,100,50,2024-05-07,D2,Grey Brahman,1.5,Modesto 209,1.7,Pre-Sorted for Female,Grey Brahman,Dawood,-262.89,165.21
55.94,DZF,DZF,DZF,2024-05-12,DZF,225,Local crossbred,Cow,Yes,left,13.25,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1044-1,2025-04-09,Yaseen,Masroor,3.53,6,1.0,Yes,6.06,2024-06-08,Open,2024-01-11,60,54,2024-07-14,04-04,Red Brahman,2.8,Mr H Pride of Maddox Manso 684/8,3.7,Pre-Sorted for Female,Beef Crossbred,Dawood,-178.43,223.0
281.76,DZF,DZF,Model Cattle (Karachi),2024-12-17,DZF,76,Local crossbred,Cow,Yes,Right,16.2,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1043-1,2024-12-10,Yaseen,Hamid,3.05,4,1.0,Yes,6.21,2024-07-30,Recheck,2024-07-07,73,19,2025-04-17,204,Beef crossbred,1.9,MR V8 160/8,-0.89,Pre-Sorted for Female,Beef Crossbred,Dawood,-89.4,277.86
294.22,DZF,DZF,DZF,2025-01-03,DZF,269,Local crossbred,Cow,.,Right,11.1,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1043-1,2025-02-17,Ruben,Javeria,2.98,"7,7",1.0,Yes,6.86,2025-02-20,Recheck,2024-02-20,74,84,2024-02-17,D3,Grey Brahman,2.5,Commando 888/47,-0.89,Pre-Sorted for Female,Cross Breed,Dawood,-216.27,167.3
487.5,DZF,DZF,Model Cattle (Karachi),2024-05-29,Maidan Cattle (Karachi),32210,Local crossbred,Cow,.,left,15.1,CIDR+E2+PGF+ECG,Frozen,DZF-1018-2,2024-04-03,Ruben,Masroor,3.69,7,1.0,Yes,6.99,2024-06-02,Pregnant,2024-12-23,45,69,2024-03-28,820/4,Fresian,2.3,SM007,2.1,Conventional,Angus,Dawood,-259.77,182.45
357.81,DZF,DZF,Model Cattle (Karachi),2024-03-27,Maidan Cattle (Karachi),319,Local crossbred,Cow,.,Left,15,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-1,2024-09-08,Ruben,Javeria,3.1,4,1.0,Yes,6.83,2024-08-20,Recheck,2024-03-24,63,98,2025-02-07,608,Nukra,2.5,MR V8 160/8,2.7,Pre-Sorted for Female,Beef Crossbred,Dawood,-131.19,117.0
42.65,DZF,DZF,Model Cattle (Karachi),2024-09-24,DZF,240,Local crossbred,Cow,.,right,19.5,Natural heat,Frozen,DZF-1044-1,2024-03-23,Hamid,Talal,3.35,5,1.0,Yes,6.5,2025-01-31,Open,2024-12-11,62,22,2024-03-02,825/4,Angus,2.3,MR H AUBURN ROJO 706,2.7,Sexed Female,Beef Crossbred,Dawood,-153.03,225.04
172.06,DZF,DZF,DZF,2024-03-21,Model Cattle (Karachi),305,Local crossbred,Cow,.,Right,11.5,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1055-1,2024-10-22,Masroor,Talal,3.04,"6,7",1.0,Yes,6.01,2025-05-05,Open,2024-11-04,77,40,2024-12-10,402,Grey Brahman,2.1,NCC Jackpot,.,Conventional,Beef Crossbred,Dawood,-181.49,291.24
364.11,DZF,DZF,Maidan Cattle (Karachi),2025-01-18,Maidan Cattle (Karachi),112,Local crossbred,Cow,Yes,Right,17.5,Natural heat,Frozen,DZF-1060-1,2024-05-26,Hamid,Hamid,3.32,"6,8",1.0,Yes,6.54,2024-03-22,Recheck,2025-04-14,79,49,2024-02-18,967/9,Nukra,3.7,BRC MR. JUMANJI 67,6.2,Pre-Sorted for Female,Red Brahman,Dawood,-158.19,147.64
139.99,DZF,DZF,Model Cattle (Karachi),2025-01-31,Model Cattle (Karachi),305,Local crossbred,Cow,Yes,left,16.2,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1042-1,2024-10-25,Ruben,Umer,2.88,4,1.0,Yes,6.12,2024-09-25,Pregnant,2025-01-16,11,28,2025-03-21,984,Grey Brahman,2.8,F1 Gulabi,.,Pre-Sorted for Female,Beef Crossbred,Dawood,-217.72,107.29
111.18,DZF,DZF,Model Cattle (Karachi),2024-08-01,DZF,220,Local crossbred,Cow,Yes,Right,12.4,CIDR+E2+PGF+ECG,Frozen,DZF-1016-6,2024-12-12,Fakhar,Talal,3.11,"7,7",1.0,Yes,6.2,2024-10-01,Open,2024-01-15,46,62,2024-08-21,12691,Beef Master,-6.1,SM007,3.7,Conventional,Cross Breed,Dawood,-124.09,259.37
404.77,DZF,DZF,DZF,2024-07-10,Maidan Cattle (Karachi),284,Local crossbred,Cow,.,right,14,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1016-1,2024-10-26,Masroor,Talal,2.83,"6,7",1.0,Yes,6.93,2024-08-21,Pregnant,2024-08-01,58,32,2024-08-20,NK1,Beef Master,2.5,VL Rojo Whiskey 60/1,1.4,Conventional,Grey Brahman,Dawood,-259.16,100.27
8.94,DZF,DZF,Model Cattle (Karachi),2025-01-19,DZF,198,Local crossbred,Cow,.,right,12.35,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1018-2,2024-11-17,Fakhar,Masroor,3.26,4,1.0,Yes,6.72,2024-06-22,Pregnant,2024-05-15,77,98,2024-09-28,D3,Beef Master,3.7,NCC Jackpot,3.7,Pre-Sorted for Female,Cross Breed,Dawood,-263.07,146.97
145.93,DZF,DZF,Model Cattle (Karachi),2025-02-22,Maidan Cattle (Karachi),49,Local crossbred,Cow,Yes,.,12,CIDR+GnRH+PGF+GnRH,Frozen,.,2024-12-30,Masroor,Masroor,3.41,8,1.0,Yes,6.71,2024-02-14,Pregnant,2024-09-05,11,32,2024-08-25,N,Beef crossbred,-6.1,BRC MR. JUMANJI 67,1.4,Sexed Female,Cross Breed,Dawood,-94.56,241.63
150.4,DZF,DZF,Maidan Cattle (Karachi),2024-03-31,DZF,106,Local crossbred,Cow,.,right,11.5,CIDR+E2+PGF+ECG,Frozen,DZF-1043-1,2024-02-11,Yaseen,Javeria,3.56,8,1.0,Yes,6.33,2024-05-28,Pregnant,2024-02-26,57,26,2024-11-27,597/9,Beef Master,2.3,Modesto 209,2.1,Pre-Sorted for Female,Beef Crossbred,Dawood,-238.66,211.23
326.42,DZF,DZF,DZF,2025-01-14,Maidan Cattle (Karachi),64,Local crossbred,Cow,Yes,Right,15.4,Natural heat,Fresh,DZF-1055-1,2025-01-17,Masroor,Masroor,3.29,4,1.0,Yes,6.2,2025-02-27,Recheck,2024-08-03,16,40,2024-07-02,747,Braford,2.3,Mr H Pride of Maddox Manso 684/8,2.1,Pre-Sorted for Female,Angus,Dawood,-235.08,260.68
434.29,DZF,DZF,DZF,2024-03-28,Model Cattle (Karachi),189,Local crossbred,Cow,Yes,Right,12.5,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1018-2,2025-03-20,Masroor,Talal,2.75,"6,6",1.0,Yes,6.29,2024-06-04,Open,2024-09-28,29,68,2024-09-09,600,Nukra,1.4,F1 Gulabi,2.1,Sexed Female,Cross Breed,Dawood,-120.65,207.56
441.98,DZF,DZF,Maidan Cattle (Karachi),2024-06-16,Model Cattle (Karachi),383,Local crossbred,Cow,.,.,16.2,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1018-1,2024-07-31,Ruben,Hamid,2.87,8,1.0,Yes,6.47,2024-10-27,Open,2025-03-31,95,9,2025-05-03,D2,Beef crossbred,2.1,MR. CLAYTON SLUGGER,-0.89,Pre-Sorted for Female,Red Brahman,Dawood,-257.47,144.24
61.93,DZF,DZF,Model Cattle (Karachi),2024-06-30,DZF,258,Local crossbred,Cow,.,Left,15,CIDR+E2+PGF+ECG,Frozen,DZF-1042-1,2024-10-01,Fakhar,Umer,3.11,"7,8",1.0,Yes,6.32,2024-09-16,Pregnant,2024-01-27,62,47,2024-07-25,N,Braford,-0.4,JDH Janos Manso 709,2,Conventional,Red Brahman,Dawood,-236.9,114.79
450.24,DZF,DZF,DZF,2024-07-07,DZF,32839,Local crossbred,Cow,Yes,left,21,Natural heat,Frozen,DZF-1018-1,2025-03-19,Fakhar,Hamid,3.38,"7,8",1.0,Yes,6.93,2024-02-11,Recheck,2024-04-22,34,50,2024-01-10,4-Apr,Braford,-0.4,6.966666667,2.5,Conventional,Grey Brahman,Dawood,-119.75,117.32
451.5,DZF,DZF,Model Cattle (Karachi),2024-01-05,Maidan Cattle (Karachi),8,Local crossbred,Cow,Yes,left,21.2,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1045-1,2024-06-01,Ruben,Hamid,2.98,"6,7",1.0,Yes,6.36,2025-05-03,Pregnant,2025-05-05,88,66,2024-04-04,248,Fresian,-0.4,Mr H Pride of Maddox Manso 684/8,.,Conventional,Beef Crossbred,Dawood,-174.64,230.16
238.35,DZF,DZF,Maidan Cattle (Karachi),2024-06-15,DZF,77,Local crossbred,Cow,Yes,left,15.45,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1053-1,2024-09-30,Fakhar,Javeria,3.42,6,1.0,Yes,6.33,2024-07-28,Pregnant,2024-09-28,46,6,2025-01-10,602,Braford,2.8,MR V8 160/8,3.7,Pre-Sorted for Female,Angus,Dawood,-189.8,84.97
373.76,DZF,DZF,DZF,2024-07-28,DZF,240,Local crossbred,Cow,Yes,.,14.6,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1014-1,2025-01-22,Hamid,Masroor,2.87,"7,8",1.0,Yes,6.91,2024-12-10,Pregnant,2024-01-25,78,1,2024-12-09,BrafordBBQ,Braford,-0.4,BRC MR. JUMANJI 67,1.7,Conventional,Beef Crossbred,Dawood,-152.05,183.42
190.98,DZF,DZF,Model Cattle (Karachi),2024-04-26,Model Cattle (Karachi),291,Local crossbred,Cow,Yes,Left,17.5,CIDR+E2+PGF+ECG,Fresh,DZF-1018-2,2024-04-30,Ruben,Masroor,3.42,"6,8",1.0,Yes,6.2,2024-03-28,Pregnant,2024-03-10,88,39,2024-09-13,649,Cross Breed,1.5,Mr Karu Manso 800,3.7,Conventional,Angus,Dawood,-211.78,65.62
339.71,DZF,DZF,DZF,2024-12-22,Maidan Cattle (Karachi),372,Local crossbred,Cow,Yes,left,14.3,Natural heat,Frozen,DZF-1018-3,2024-05-07,Masroor,Masroor,2.85,5,1.0,Yes,6.0,2025-03-28,Pregnant,2024-09-16,57,12,2024-07-06,991,Fresian,-7.6,SM007,1.4,Sexed Female,Grey Brahman,Dawood,-214.45,100.04
378.24,DZF,DZF,Maidan Cattle (Karachi),2024-02-01,Maidan Cattle (Karachi),31583,Local crossbred,Cow,.,right,10,Natural heat,Frozen,DZF-1042-1,2024-06-15,Hamid,Javeria,3.62,"6,8",1.0,Yes,6.06,2024-12-17,Open,2024-05-31,44,92,2024-02-26,909,Angus,-6.1,CAUCHITOS KARU SIMON 922/6,3.7,Pre-Sorted for Female,Cross Breed,Dawood,-272.25,248.45
25.02,DZF,DZF,Model Cattle (Karachi),2024-09-23,DZF,357,Local crossbred,Cow,.,left,.,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-1,2025-04-09,Fakhar,Umer,3.25,5,1.0,Yes,6.69,2024-02-23,Recheck,2024-02-17,32,54,2024-12-13,909/9,Red Brahman,1.5,BRC Dutton 376/8,2.1,Sexed Female,Holstein Friesian,Dawood,-172.92,171.09
380.55,DZF,DZF,Model Cattle (Karachi),2024-10-05,Model Cattle (Karachi),54,Local crossbred,Cow,Yes,Right,13.5,CIDR+E2+PGF+ECG,Fresh,DZF-1016-6,2024-05-22,Yaseen,Umer,3.66,6,1.0,Yes,6.07,2024-02-24,Open,2024-02-23,84,97,2024-12-21,984,Nukra,3,Modesto 209,-0.89,Pre-Sorted for Female,Red Brahman,Dawood,-169.26,80.14
44.95,DZF,DZF,DZF,2024-09-19,DZF,235,Local crossbred,Cow,Yes,Right,15.1,CIDR+E2+PGF+ECG,Fresh,DZF-1042-1,2024-01-22,Hamid,Javeria,3.49,5,1.0,Yes,6.6,2024-08-06,Pregnant,2024-02-11,84,58,2024-08-13,85M,Grey Brahman,1.4,Modesto 209,1.4,Pre-Sorted for Female,Beef Crossbred,Dawood,-147.95,175.19
460.45,DZF,DZF,Model Cattle (Karachi),2024-07-09,Model Cattle (Karachi),295,Local crossbred,Cow,.,left,10.37,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1040-1,2024-06-27,Fakhar,Umer,3.07,5,1.0,Yes,6.1,2024-01-11,Pregnant,2024-05-02,2,78,2024-06-18,602,Beef Master,-2.6,VL Rojo Whiskey 1/48,2.1,Pre-Sorted for Female,Grey Brahman,Dawood,-127.64,281.14
275.21,DZF,DZF,DZF,2024-09-03,Model Cattle (Karachi),248,Local crossbred,Cow,Yes,left,16.5,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1018-2,2024-08-20,Fakhar,Masroor,2.82,7,1.0,Yes,6.01,2024-10-11,Open,2024-03-29,85,43,2024-06-22,597,Beef Master,3.7,BRC MR. JUMANJI 67,1.7,Pre-Sorted for Female,Red Brahman,Dawood,-97.22,71.66
14.57,DZF,DZF,Model Cattle (Karachi),2024-11-12,Maidan Cattle (Karachi),32143,Local crossbred,Cow,.,right,10.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-1,2025-02-11,Yaseen,Talal,3.73,"7,8",1.0,Yes,6.58,2025-02-26,Open,2025-04-02,37,62,2024-07-03,04-08,Nukra,2.8,Reconquista 413 Eterno GC Bartolome,2.7,Conventional,Holstein Friesian,Dawood,-145.17,220.6
15.26,DZF,DZF,Maidan Cattle (Karachi),2024-08-31,Maidan Cattle (Karachi),32385,Local crossbred,Cow,.,right,14.5,Natural heat,Frozen,DZF-1010-1,2025-05-07,Masroor,Masroor,3.49,7,1.0,Yes,6.95,2025-05-02,Open,2024-03-05,4,24,2024-03-16,967/9,Angus,1.5,Commando 888/47,1.7,Sexed Female,Cross Breed,Dawood,-109.84,70.58
42.98,DZF,DZF,Model Cattle (Karachi),2024-07-16,Maidan Cattle (Karachi),316,Local crossbred,Cow,.,right,14,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1016-1,2025-03-12,Hamid,Hamid,2.79,7,1.0,Yes,6.44,2024-10-10,Pregnant,2024-04-12,11,20,2024-07-16,204,Beef Master,3.7,Reconquista 413 Eterno GC Bartolome,2.7,Sexed Female,Holstein Friesian,Dawood,-258.13,292.91
186.47,DZF,DZF,Model Cattle (Karachi),2024-10-10,Maidan Cattle (Karachi),32793,Local crossbred,Cow,Yes,.,14.4,CIDR+E2+PGF+ECG,Frozen,DZF-1043-1,2025-03-17,Fakhar,Umer,3.03,"7,8",1.0,Yes,6.18,2024-07-11,Recheck,2025-04-16,9,68,2024-11-17,2/4,Braford,2.3,SM007,2.5,Conventional,Beef Crossbred,Dawood,-172.09,287.86
474.91,DZF,DZF,Maidan Cattle (Karachi),2025-03-28,DZF,384,Local crossbred,Cow,Yes,.,22,CIDR+E2+PGF+ECG,Fresh,DZF-1040-1,2024-05-23,Hamid,Talal,3.38,"6,7",1.0,Yes,6.83,2024-09-29,Open,2024-12-16,99,91,2024-02-19,747,Red Brahman,3.7,Genosource Captain-ET,.,Conventional,Red Brahman,Dawood,-261.15,245.33
270.34,DZF,DZF,Model Cattle (Karachi),2024-06-11,Model Cattle (Karachi),211,Local crossbred,Cow,Yes,right,10.5,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1018-2,2024-03-05,Yaseen,Talal,3.24,"6,7",1.0,Yes,6.2,2024-04-16,Pregnant,2024-08-19,100,80,2024-12-14,SM006,Nukra,1.5,MR H AUBURN ROJO 706,-0.89,Pre-Sorted for Female,Angus,Dawood,-230.95,176.19
137.99,DZF,DZF,Model Cattle (Karachi),2025-01-12,DZF,238,Local crossbred,Cow,.,.,16.7,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1053-1,2024-05-14,Ruben,Masroor,3.32,5,1.0,Yes,6.57,2025-02-18,Open,2024-07-10,60,69,2024-07-10,D3,Beef Master,2.8,JDH Janos Manso 709,2,Conventional,Grey Brahman,Dawood,-236.73,187.97
469.27,DZF,DZF,Model Cattle (Karachi),2024-04-03,DZF,85,Local crossbred,Cow,Yes,left,10.37,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-3,2024-02-26,Yaseen,Hamid,2.88,6,1.0,Yes,6.21,2024-12-21,Open,2025-03-17,95,85,2024-01-08,597/9,Beef crossbred,.,MR. CLAYTON SLUGGER,2,Sexed Female,Beef Crossbred,Dawood,-110.2,95.89
161.0,DZF,DZF,DZF,2025-02-01,Model Cattle (Karachi),31525,Local crossbred,Cow,Yes,left,10.25,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1053-1,2024-10-01,Ruben,Umer,3.4,"7,7",1.0,Yes,6.99,2024-06-22,Open,2024-01-22,76,48,2024-06-12,D1,Grey Brahman,2.9,Modesto 209,2.1,Pre-Sorted for Female,Red Brahman,Dawood,-227.76,150.31
143.39,DZF,DZF,Model Cattle (Karachi),2024-02-05,Model Cattle (Karachi),32395,Local crossbred,Cow,.,Left,9.9,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1018-3,2024-10-16,Masroor,Talal,3.03,7,1.0,Yes,6.76,2025-02-01,Open,2024-04-13,41,80,2024-03-20,85M,Cross Breed,3,BRC MR. JUMANJI 67,.,Conventional,Holstein Friesian,Dawood,-222.57,291.4
321.31,DZF,DZF,DZF,2025-01-06,Model Cattle (Karachi),32395,Local crossbred,Cow,Yes,.,9.5,CIDR+E2+PGF+ECG,Frozen,DZF-1042-1,2024-12-26,Ruben,Masroor,3.17,"7,7",1.0,Yes,6.44,2024-12-06,Recheck,2024-01-08,66,50,2024-02-14,408,Nukra,3.1,Reconquista 413 Eterno GC Bartolome,1.7,Pre-Sorted for Female,Cross Breed,Dawood,-271.98,73.89
437.55,DZF,DZF,DZF,2024-12-09,Model Cattle (Karachi),31645,Local crossbred,Cow,.,Right,10.25,CIDR+E2+ECG+PGF+GnRH,Fresh,.,2024-06-20,Hamid,Masroor,2.83,5,1.0,Yes,6.1,2025-01-14,Open,2024-04-07,32,44,2024-06-02,602,Braford,3.1,Modesto 209,2.1,Pre-Sorted for Female,Grey Brahman,Dawood,-266.27,222.72
202.05,DZF,DZF,Model Cattle (Karachi),2024-11-13,DZF,32386,Local crossbred,Cow,.,.,13.25,CIDR+E2+PGF+ECG,Fresh,DZF-1040-1,2024-02-29,Masroor,Masroor,3.11,"7,7",1.0,Yes,6.7,2024-05-07,Recheck,2024-02-22,100,71,2024-03-16,D3,Angus,-6.1,Mr H Pride of Maddox Manso 684/8,.,Conventional,Grey Brahman,Dawood,-172.73,202.4
293.44,DZF,DZF,Maidan Cattle (Karachi),2024-08-22,DZF,22,Local crossbred,Cow,Yes,right,9.5,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1060-1,2024-07-04,Ruben,Masroor,3.53,"7,7",1.0,Yes,6.57,2025-04-06,Recheck,2025-03-17,54,77,2024-07-22,747,Red Brahman,-2.6,VL Rojo Whiskey 1/48,6.2,Conventional,Angus,Dawood,-92.79,104.03
233.77,DZF,DZF,Model Cattle (Karachi),2024-02-05,Model Cattle (Karachi),31724,Local crossbred,Cow,Yes,.,10.2,CIDR+E2+PGF+ECG,Frozen,DZF-1000-1,2024-05-02,Masroor,Masroor,3.45,7,1.0,Yes,6.45,2025-05-09,Recheck,2025-02-14,90,15,2024-03-07,612+2/4,Beef Master,2.9,Modesto 209,6.2,Sexed Female,Beef Crossbred,Dawood,-266.0,178.16
40.11,DZF,DZF,Maidan Cattle (Karachi),2024-09-20,Maidan Cattle (Karachi),164,Local crossbred,Cow,.,Left,12.35,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1053-1,2024-05-18,Fakhar,Masroor,3.28,8,1.0,Yes,6.36,2024-08-28,Pregnant,2025-03-02,15,1,2024-04-18,408,Grey Brahman,3.7,MR. CLAYTON SLUGGER,2,Pre-Sorted for Female,Red Brahman,Dawood,-131.67,270.39
153.7,DZF,DZF,DZF,2024-11-28,Model Cattle (Karachi),324,Local crossbred,Cow,Yes,.,19,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1055-1,2024-08-29,Fakhar,Masroor,2.85,"6,7",1.0,Yes,6.7,2025-02-23,Open,2025-01-29,91,88,2024-11-28,204,Nukra,2.1,CAUCHITOS KARU SIMON 922/6,1.4,Pre-Sorted for Female,Grey Brahman,Dawood,-173.28,132.06
71.27,DZF,DZF,Maidan Cattle (Karachi),2024-02-09,Maidan Cattle (Karachi),31964,Local crossbred,Cow,Yes,Left,10.25,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1042-1,2024-07-17,Masroor,Umer,3.72,"7,7",1.0,Yes,6.94,2024-06-23,Recheck,2024-11-25,68,27,2024-04-10,4-Apr,Fresian,3.6,MR H AUBURN ROJO 706,3.7,Pre-Sorted for Female,Red Brahman,Dawood,-81.67,154.04
298.61,DZF,DZF,Maidan Cattle (Karachi),2024-07-29,DZF,106,Local crossbred,Cow,Yes,Right,.,Natural heat,Fresh,DZF-1010-1,2024-12-23,Yaseen,Hamid,3.09,"6,8",1.0,Yes,6.47,2024-09-01,Open,2025-01-28,66,43,2025-01-01,BrafordBBQ,Angus,2.9,Modesto 209,2.5,Conventional,Red Brahman,Dawood,-238.25,188.44
128.34,DZF,DZF,DZF,2025-01-17,Maidan Cattle (Karachi),53,Local crossbred,Cow,.,Right,14.3,CIDR+E2+ECG+PGF+GnRH,Frozen,.,2025-02-13,Fakhar,Hamid,3.55,"7,7",1.0,Yes,6.12,2024-02-18,Open,2025-02-19,33,91,2024-05-01,747,Grey Brahman,.,CAUCHITOS KARU SIMON 922/6,6.2,Pre-Sorted for Female,Cross Breed,Dawood,-111.16,95.33
320.05,DZF,DZF,Maidan Cattle (Karachi),2025-01-18,DZF,282,Local crossbred,Cow,Yes,Right,9,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1018-1,2025-03-29,Ruben,Javeria,2.83,5,1.0,Yes,6.45,2024-03-18,Recheck,2024-01-10,32,35,2025-03-14,967,Red Brahman,-7.6,VL Rojo Whiskey 1/48,2,Pre-Sorted for Female,Angus,Dawood,-159.17,71.97
167.29,DZF,DZF,DZF,2025-02-08,Model Cattle (Karachi),307,Local crossbred,Cow,.,Right,15,Natural heat,Frozen,DZF-1000-1,2025-04-05,Masroor,Talal,3.12,5,1.0,Yes,6.94,2024-03-13,Recheck,2024-03-05,15,83,2025-02-06,257,Beef crossbred,2.8,F1 Gulabi,2,Pre-Sorted for Female,Holstein Friesian,Dawood,-238.1,226.62
408.28,DZF,DZF,Model Cattle (Karachi),2024-10-21,Maidan Cattle (Karachi),212,Local crossbred,Cow,Yes,left,9.5,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1018-2,2024-04-03,Fakhar,Masroor,3.2,"7,8",1.0,Yes,6.99,2025-02-18,Pregnant,2025-02-04,46,82,2025-04-24,825/4,Nukra,-7.6,NCC Jackpot,-0.89,Conventional,Grey Brahman,Dawood,-130.11,129.64
