Donor,Sire,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
991,JDH Janos Manso 709,67,BrafordBBQ,JDH Janos Manso 709,72,215,VL Rojo Whiskey 1/48
909,BRC Dutton 376/8,90,BrafordBBQ,BRC Dutton 376/8,86,31947,VL Rojo Whiskey 1/48
D2,JDH Janos Manso 709,98,BrafordBBQ,JDH Janos Manso 709,73,323,VL Rojo Whiskey 1/48
602,VL Rojo Whiskey 1/48,26,BrafordBBQ,JDH Janos Manso 709,76,166,Mr H Pride of Maddox Manso 684/8
909,JDH Janos Manso 709,86,BrafordBBQ,BRC Dutton 376/8,78,3/4,Mr H Pride of Maddox Manso 684/8
04-04,VL Rojo Whiskey 1/48,78,BrafordBBQ,BRC Dutton 376/8,91,31947,VL Rojo Whiskey 1/48
D2,Mr H Pride of Maddox Manso 684/8,3,BrafordBBQ,BRC Dutton 376/8,93,166,Mr H Pride of Maddox Manso 684/8
2/4,Mr H Pride of Maddox Manso 684/8,32,BrafordBBQ,JDH Janos Manso 709,80,187,Mr H Pride of Maddox Manso 684/8
3/4,JDH Janos Manso 709,4,BrafordBBQ,BRC Dutton 376/8,81,166,VL Rojo Whiskey 1/48
991,Mr H Pride of Maddox Manso 684/8,13,BrafordBBQ,BRC Dutton 376/8,61,166,Mr H Pride of Maddox Manso 684/8
2/4,Mr H Pride of Maddox Manso 684/8,12,BrafordBBQ,BRC Dutton 376/8,90,61,Mr H Pride of Maddox Manso 684/8
04-04,BRC Dutton 376/8,8,BrafordBBQ,JDH Janos Manso 709,2,31499,VL Rojo Whiskey 1/48
602,JDH Janos Manso 709,67,BrafordBBQ,BRC Dutton 376/8,70,62,VL Rojo Whiskey 1/48
909,Mr H Pride of Maddox Manso 684/8,70,BrafordBBQ,JDH Janos Manso 709,76,991,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,Mr H Pride of Maddox Manso 684/8,68,BrafordBBQ,BRC Dutton 376/8,5,31518,VL Rojo Whiskey 1/48
602,VL Rojo Whiskey 1/48,57,BrafordBBQ,JDH Janos Manso 709,9,61,Mr H Pride of Maddox Manso 684/8
909,VL Rojo Whiskey 1/48,84,BrafordBBQ,BRC Dutton 376/8,77,239,VL Rojo Whiskey 1/48
2/4,VL Rojo Whiskey 1/48,68,BrafordBBQ,BRC Dutton 376/8,19,31947,VL Rojo Whiskey 1/48
991,VL Rojo Whiskey 1/48,74,BrafordBBQ,BRC Dutton 376/8,31,3/4,Mr H Pride of Maddox Manso 684/8
3/4,JDH Janos Manso 709,34,BrafordBBQ,BRC Dutton 376/8,20,342,VL Rojo Whiskey 1/48
991,JDH Janos Manso 709,44,BrafordBBQ,BRC Dutton 376/8,46,62,Mr H Pride of Maddox Manso 684/8
909,VL Rojo Whiskey 1/48,97,BrafordBBQ,BRC Dutton 376/8,60,32115,VL Rojo Whiskey 1/48
3/4,JDH Janos Manso 709,37,BrafordBBQ,JDH Janos Manso 709,62,31996,Mr H Pride of Maddox Manso 684/8
984,JDH Janos Manso 709,46,BrafordBBQ,BRC Dutton 376/8,45,268,VL Rojo Whiskey 1/48
BrafordBBQ,Mr H Pride of Maddox Manso 684/8,32,BrafordBBQ,BRC Dutton 376/8,11,3/4,VL Rojo Whiskey 1/48
984,BRC Dutton 376/8,93,BrafordBBQ,JDH Janos Manso 709,82,323,VL Rojo Whiskey 1/48
04-04,VL Rojo Whiskey 1/48,41,BrafordBBQ,JDH Janos Manso 709,48,239,VL Rojo Whiskey 1/48
3/4,BRC Dutton 376/8,70,BrafordBBQ,JDH Janos Manso 709,92,991,Mr H Pride of Maddox Manso 684/8
984,BRC Dutton 376/8,92,BrafordBBQ,JDH Janos Manso 709,86,195,VL Rojo Whiskey 1/48
984,Mr H Pride of Maddox Manso 684/8,74,BrafordBBQ,JDH Janos Manso 709,9,166,VL Rojo Whiskey 1/48
991,BRC Dutton 376/8,18,BrafordBBQ,JDH Janos Manso 709,47,76,Mr H Pride of Maddox Manso 684/8
D2,BRC Dutton 376/8,22,BrafordBBQ,JDH Janos Manso 709,82,984,VL Rojo Whiskey 1/48
2/4,JDH Janos Manso 709,89,BrafordBBQ,BRC Dutton 376/8,62,991,Mr H Pride of Maddox Manso 684/8
D2,JDH Janos Manso 709,83,BrafordBBQ,JDH Janos Manso 709,87,239,Mr H Pride of Maddox Manso 684/8
909,Mr H Pride of Maddox Manso 684/8,16,BrafordBBQ,BRC Dutton 376/8,85,268,Mr H Pride of Maddox Manso 684/8
825/4,Mr H Pride of Maddox Manso 684/8,67,BrafordBBQ,BRC Dutton 376/8,46,195,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,BRC Dutton 376/8,19,BrafordBBQ,BRC Dutton 376/8,36,31996,Mr H Pride of Maddox Manso 684/8
984,VL Rojo Whiskey 1/48,71,BrafordBBQ,BRC Dutton 376/8,29,222,VL Rojo Whiskey 1/48
602,BRC Dutton 376/8,3,BrafordBBQ,BRC Dutton 376/8,82,262,Mr H Pride of Maddox Manso 684/8
825/4,BRC Dutton 376/8,67,BrafordBBQ,BRC Dutton 376/8,55,31996,Mr H Pride of Maddox Manso 684/8
825/4,Mr H Pride of Maddox Manso 684/8,74,BrafordBBQ,BRC Dutton 376/8,35,166,VL Rojo Whiskey 1/48
04-04,JDH Janos Manso 709,32,BrafordBBQ,JDH Janos Manso 709,9,323,Mr H Pride of Maddox Manso 684/8
2/4,JDH Janos Manso 709,90,BrafordBBQ,JDH Janos Manso 709,85,31499,Mr H Pride of Maddox Manso 684/8
2/4,BRC Dutton 376/8,95,BrafordBBQ,JDH Janos Manso 709,90,3/4,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,JDH Janos Manso 709,66,BrafordBBQ,JDH Janos Manso 709,66,323,Mr H Pride of Maddox Manso 684/8
991,Mr H Pride of Maddox Manso 684/8,18,BrafordBBQ,JDH Janos Manso 709,20,31947,VL Rojo Whiskey 1/48
2/4,JDH Janos Manso 709,80,BrafordBBQ,JDH Janos Manso 709,85,61,VL Rojo Whiskey 1/48
991,BRC Dutton 376/8,28,BrafordBBQ,JDH Janos Manso 709,79,215,Mr H Pride of Maddox Manso 684/8
602,VL Rojo Whiskey 1/48,15,BrafordBBQ,JDH Janos Manso 709,10,3/4,VL Rojo Whiskey 1/48
602,Mr H Pride of Maddox Manso 684/8,60,BrafordBBQ,JDH Janos Manso 709,61,222,Mr H Pride of Maddox Manso 684/8
2/4,JDH Janos Manso 709,5,BrafordBBQ,BRC Dutton 376/8,64,31996,VL Rojo Whiskey 1/48
991,VL Rojo Whiskey 1/48,78,BrafordBBQ,BRC Dutton 376/8,93,984,VL Rojo Whiskey 1/48
3/4,BRC Dutton 376/8,93,BrafordBBQ,BRC Dutton 376/8,25,31996,VL Rojo Whiskey 1/48
991,Mr H Pride of Maddox Manso 684/8,22,BrafordBBQ,BRC Dutton 376/8,96,323,VL Rojo Whiskey 1/48
D2,BRC Dutton 376/8,64,BrafordBBQ,JDH Janos Manso 709,2,187,VL Rojo Whiskey 1/48
2/4,BRC Dutton 376/8,31,BrafordBBQ,JDH Janos Manso 709,37,31947,Mr H Pride of Maddox Manso 684/8
D2,VL Rojo Whiskey 1/48,90,BrafordBBQ,BRC Dutton 376/8,95,31947,Mr H Pride of Maddox Manso 684/8
909,Mr H Pride of Maddox Manso 684/8,49,BrafordBBQ,JDH Janos Manso 709,6,31947,VL Rojo Whiskey 1/48
984,Mr H Pride of Maddox Manso 684/8,91,BrafordBBQ,BRC Dutton 376/8,56,31947,Mr H Pride of Maddox Manso 684/8
04-04,BRC Dutton 376/8,100,BrafordBBQ,JDH Janos Manso 709,82,62,Mr H Pride of Maddox Manso 684/8
3/4,BRC Dutton 376/8,64,BrafordBBQ,JDH Janos Manso 709,81,32115,VL Rojo Whiskey 1/48
2/4,BRC Dutton 376/8,95,BrafordBBQ,BRC Dutton 376/8,98,215,VL Rojo Whiskey 1/48
BrafordBBQ,JDH Janos Manso 709,64,BrafordBBQ,BRC Dutton 376/8,43,31947,Mr H Pride of Maddox Manso 684/8
602,Mr H Pride of Maddox Manso 684/8,11,BrafordBBQ,JDH Janos Manso 709,17,187,Mr H Pride of Maddox Manso 684/8
991,JDH Janos Manso 709,35,BrafordBBQ,BRC Dutton 376/8,34,61,Mr H Pride of Maddox Manso 684/8
984,Mr H Pride of Maddox Manso 684/8,63,BrafordBBQ,JDH Janos Manso 709,90,32115,Mr H Pride of Maddox Manso 684/8
825/4,BRC Dutton 376/8,91,BrafordBBQ,BRC Dutton 376/8,82,187,Mr H Pride of Maddox Manso 684/8
602,BRC Dutton 376/8,14,BrafordBBQ,BRC Dutton 376/8,61,342,VL Rojo Whiskey 1/48
BrafordBBQ,VL Rojo Whiskey 1/48,8,BrafordBBQ,JDH Janos Manso 709,21,323,Mr H Pride of Maddox Manso 684/8
984,JDH Janos Manso 709,10,BrafordBBQ,BRC Dutton 376/8,95,239,Mr H Pride of Maddox Manso 684/8
984,Mr H Pride of Maddox Manso 684/8,22,BrafordBBQ,BRC Dutton 376/8,83,342,Mr H Pride of Maddox Manso 684/8
991,BRC Dutton 376/8,81,BrafordBBQ,BRC Dutton 376/8,91,166,Mr H Pride of Maddox Manso 684/8
991,JDH Janos Manso 709,33,BrafordBBQ,JDH Janos Manso 709,81,61,Mr H Pride of Maddox Manso 684/8
991,VL Rojo Whiskey 1/48,40,BrafordBBQ,JDH Janos Manso 709,86,31499,VL Rojo Whiskey 1/48
984,Mr H Pride of Maddox Manso 684/8,33,BrafordBBQ,JDH Janos Manso 709,10,3/4,VL Rojo Whiskey 1/48
3/4,VL Rojo Whiskey 1/48,38,BrafordBBQ,BRC Dutton 376/8,60,195,VL Rojo Whiskey 1/48
2/4,VL Rojo Whiskey 1/48,24,BrafordBBQ,BRC Dutton 376/8,16,31947,VL Rojo Whiskey 1/48
2/4,Mr H Pride of Maddox Manso 684/8,36,BrafordBBQ,BRC Dutton 376/8,66,239,VL Rojo Whiskey 1/48
825/4,JDH Janos Manso 709,13,BrafordBBQ,BRC Dutton 376/8,29,984,VL Rojo Whiskey 1/48
3/4,JDH Janos Manso 709,84,BrafordBBQ,JDH Janos Manso 709,68,61,Mr H Pride of Maddox Manso 684/8
D2,Mr H Pride of Maddox Manso 684/8,9,BrafordBBQ,BRC Dutton 376/8,35,31499,VL Rojo Whiskey 1/48
991,JDH Janos Manso 709,97,BrafordBBQ,JDH Janos Manso 709,13,31499,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,BRC Dutton 376/8,79,BrafordBBQ,JDH Janos Manso 709,3,239,Mr H Pride of Maddox Manso 684/8
3/4,JDH Janos Manso 709,75,BrafordBBQ,JDH Janos Manso 709,76,62,VL Rojo Whiskey 1/48
991,JDH Janos Manso 709,73,BrafordBBQ,BRC Dutton 376/8,53,31996,Mr H Pride of Maddox Manso 684/8
2/4,VL Rojo Whiskey 1/48,13,BrafordBBQ,BRC Dutton 376/8,29,31947,VL Rojo Whiskey 1/48
825/4,JDH Janos Manso 709,51,BrafordBBQ,BRC Dutton 376/8,35,222,Mr H Pride of Maddox Manso 684/8
825/4,BRC Dutton 376/8,81,BrafordBBQ,JDH Janos Manso 709,41,31518,VL Rojo Whiskey 1/48
602,JDH Janos Manso 709,79,BrafordBBQ,BRC Dutton 376/8,55,222,Mr H Pride of Maddox Manso 684/8
04-04,BRC Dutton 376/8,22,BrafordBBQ,JDH Janos Manso 709,87,31499,Mr H Pride of Maddox Manso 684/8
984,JDH Janos Manso 709,64,BrafordBBQ,JDH Janos Manso 709,41,32115,VL Rojo Whiskey 1/48
2/4,VL Rojo Whiskey 1/48,1,BrafordBBQ,JDH Janos Manso 709,82,76,VL Rojo Whiskey 1/48
2/4,Mr H Pride of Maddox Manso 684/8,70,BrafordBBQ,BRC Dutton 376/8,59,984,Mr H Pride of Maddox Manso 684/8
991,Mr H Pride of Maddox Manso 684/8,21,BrafordBBQ,JDH Janos Manso 709,25,166,VL Rojo Whiskey 1/48
991,VL Rojo Whiskey 1/48,77,BrafordBBQ,JDH Janos Manso 709,8,62,VL Rojo Whiskey 1/48
909,VL Rojo Whiskey 1/48,52,BrafordBBQ,JDH Janos Manso 709,94,166,Mr H Pride of Maddox Manso 684/8
602,JDH Janos Manso 709,42,BrafordBBQ,JDH Janos Manso 709,1,61,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,BRC Dutton 376/8,46,BrafordBBQ,BRC Dutton 376/8,32,166,Mr H Pride of Maddox Manso 684/8
04-04,VL Rojo Whiskey 1/48,31,BrafordBBQ,BRC Dutton 376/8,95,222,VL Rojo Whiskey 1/48
D2,BRC Dutton 376/8,96,BrafordBBQ,BRC Dutton 376/8,52,32115,VL Rojo Whiskey 1/48
909,Mr H Pride of Maddox Manso 684/8,96,BrafordBBQ,BRC Dutton 376/8,82,31947,Mr H Pride of Maddox Manso 684/8
825/4,JDH Janos Manso 709,74,BrafordBBQ,BRC Dutton 376/8,38,31499,VL Rojo Whiskey 1/48
984,Mr H Pride of Maddox Manso 684/8,91,BrafordBBQ,BRC Dutton 376/8,35,239,VL Rojo Whiskey 1/48
2/4,JDH Janos Manso 709,54,BrafordBBQ,JDH Janos Manso 709,94,61,Mr H Pride of Maddox Manso 684/8
825/4,BRC Dutton 376/8,69,BrafordBBQ,BRC Dutton 376/8,59,3/4,VL Rojo Whiskey 1/48
D2,Mr H Pride of Maddox Manso 684/8,23,BrafordBBQ,BRC Dutton 376/8,81,268,VL Rojo Whiskey 1/48
602,JDH Janos Manso 709,46,BrafordBBQ,BRC Dutton 376/8,55,195,Mr H Pride of Maddox Manso 684/8
D2,JDH Janos Manso 709,38,BrafordBBQ,BRC Dutton 376/8,62,323,Mr H Pride of Maddox Manso 684/8
04-04,JDH Janos Manso 709,82,BrafordBBQ,BRC Dutton 376/8,60,984,Mr H Pride of Maddox Manso 684/8
3/4,Mr H Pride of Maddox Manso 684/8,96,BrafordBBQ,JDH Janos Manso 709,69,31996,Mr H Pride of Maddox Manso 684/8
909,JDH Janos Manso 709,48,BrafordBBQ,BRC Dutton 376/8,2,187,VL Rojo Whiskey 1/48
3/4,BRC Dutton 376/8,45,BrafordBBQ,JDH Janos Manso 709,3,222,Mr H Pride of Maddox Manso 684/8
984,JDH Janos Manso 709,63,BrafordBBQ,JDH Janos Manso 709,66,62,VL Rojo Whiskey 1/48
602,VL Rojo Whiskey 1/48,30,BrafordBBQ,JDH Janos Manso 709,77,342,VL Rojo Whiskey 1/48
